User_Handle,User_Type,Anonymity_Class,Verified_Status,Handle_URL,Image_Path,Post_URL,Date,Post_Content,Linked_URL,Likes,Comments,Reposts,PreElection_Post, 
simonrschultz,Individual,Identifiable,Unverified,https://www.threads.net/@simonrschultz,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/452055544_1182560022885139_1095860096886532122_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=107&_nc_ohc=8BbRzBnVGcgQ7kNvgEfv2jv&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBtBUkcK8Dh2dIQL9_PclgW3eJoYlfn6s6b5alrNKS3kw&oe=66E4096A&_nc_sid=10d13b,https://www.threads.net/@simonrschultz/post/C2JzisvsBWk,16/01/2024,"If only Australia would do this also. It is ridiculous that I am not allowed to vote in Australian elections, despite being a citizen. theguardian.com/polit… ",theguardian.com,4,,,Yes,
theipaper,Group/Organisation,Highly Identifiable,Verified,https://www.threads.net/@theipaper,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/357838724_1337488536973925_3797113686294431264_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=105&_nc_ohc=s2TLkey85FEQ7kNvgGsKjaf&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAtMkjaaQBvfp1fvhBu_uH5DoSZr3Ppg3B2_2ehm8Pc2w&oe=66E4060F&_nc_sid=10d13b,https://www.threads.net/@theipaper/post/CvPvkABIrCL,28/07/2023,"Labour’s lead over the Conservatives has jumped three points in the wake of Rishi Sunak backtracking on the country’s Net Zero pledges and losing two by-elections, polling shows 🔗 inews.co.uk/news… ",,235,17,57,Yes,
gra.gacek,Individual,Partially Anonymous,Unverified,https://www.threads.net/@gra.gacek,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/368147568_832531138588906_5957601233895970660_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_ohc=A3WlIvtO-lkQ7kNvgEyhLo6&_nc_gid=65189747dea84ce3981c4119b4c818c7&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAByDbpOpScYIHDKyqO2eApH6qXamrZD3DbPnhylY8TDQ&oe=66E414F4&_nc_sid=10d13b,https://www.threads.net/@gra.gacek/post/C6gK5usL1pY,03/05/2024,The Guardian predicting a loss of 500 seats for the Tories 👏👏👏 theguardian.com/polit… ,theguardian.com,13,1,1,Yes,
mirsuhail,Individual,Highly Identifiable,Verified,https://www.threads.net/@mirsuhail,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/363293334_290904776810282_7339434995637899881_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=102&_nc_ohc=_DyoIy2vGKQQ7kNvgHZ9nZ1&_nc_gid=65189747dea84ce3981c4119b4c818c7&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCOFM4K6EIsENgiLebOz-7fpFPADA9kATv3ynRflXDs4w&oe=66E41CE4&_nc_sid=10d13b,https://www.threads.net/@mirsuhail/post/C9CusWlO-Ag,05/07/2024,#RishiSunak #loses #UK #elections  ,,13,1,,No,
elsewhere5555,Individual,Anonymous,Unverified,https://www.threads.net/@elsewhere5555,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/358352443_672346600912070_2555482976081135969_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=102&_nc_ohc=JqCQd43YU68Q7kNvgF7PUAo&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYD0_Y8Cajl1B9Au9QLQTr8kSTze5-YKmbmoAWGSE5TYeQ&oe=66E4160C&_nc_sid=10d13b,https://www.threads.net/@elsewhere5555/post/C6UnvautD_R,28/04/2024,"Another ridiculous stunt of performative cruelty by a morally bankrupt Govt. No connection with this week’s elections of course.
theguardian.com/uk-ne…  ",theguardian.com,14,5,,Yes,
thenewsgurung,Group/Organisation,Identifiable,Unverified,https://www.threads.net/@thenewsgurung,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/358547739_587091463605617_8200758960191248835_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=105&_nc_ohc=nkb8ry0DF-cQ7kNvgFrSgtU&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBB4e3vw3koOQpyGe8_i1SpSZkcGciodX79Okhz_t7nvw&oe=66E41E79&_nc_sid=10d13b,https://www.threads.net/@thenewsgurung/post/C87GQ0OCX2W,02/07/2024,British Prime Minister Rishi Sunak has insisted that predictions of a Conservative defeat are not going to stop him after the likelihood of his return to Downing Street. thenewsguru.com/news… ,thenewsguru.com,,,,Yes,
heatherjeanninemorrow,Individual,Identifiable,Unverified,https://www.threads.net/@heatherjeanninemorrow,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/433427696_234014446469653_3298405255273982909_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=101&_nc_ohc=aszadvKMZeUQ7kNvgHTIaUX&_nc_gid=f7d73099c82a4d6584652e3c030b76d6&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYC9sMkEFMjHUbrqFChFmHQCK6nv3y0Sx_eXtxS_mZg47w&oe=66E406C7&_nc_sid=10d13b,https://www.threads.net/@heatherjeanninemorrow/post/C9Iq8LIyGK1,07/07/2024,Serious question: will France's JUST finished elections have any effect on the Olympics? Say what you will about the way the UK transfers power - it's EFFICIENT. NO questions about scheduling after an election! ,,2,,,No,
harleygold,Individual,Identifiable,Unverified,https://www.threads.net/@harleygold,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/456962454_2734213250061894_1713980944092704485_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=106&_nc_ohc=vNKiN5MjMdcQ7kNvgHyD4Tk&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBcHN7jaiPkc1qALnTxhAuVYyCQXoZgtcRudSkSziJTJw&oe=66E40F30&_nc_sid=10d13b,https://www.threads.net/@harleygold/post/C9RvxyqxJLW,11/07/2024,"attention nay-sayers, dont compare the US elections to the UK and France elections. ours is a little more complicated than that...  ",,1,1,,No,
peel_kittens,Individual,Partially Anonymous,Unverified,https://www.threads.net/@peel_kittens,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/403787049_308941568687154_402054715513370479_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=106&_nc_ohc=vUkt2oJsegoQ7kNvgE-YT0M&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCtxkyMA8-fkAk7ymECZhayDBQMFtovzbAnVCeyrOPf2g&oe=66E40706&_nc_sid=10d13b,https://www.threads.net/@peel_kittens/post/C3gJL5OiexU,18/02/2024,"petition.parliament.uk/signa… So, local and London mayoral elections are scheduled for 2 May 2024 - let's do a General Election at the same time... GTTO ",petition.parliament.uk,19,12,,Yes,
zane___mccormack,Individual,Identifiable,Unverified,https://www.threads.net/@zane___mccormack,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/454795781_1165177788040468_7402877312541720830_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_ohc=79TtOvNum14Q7kNvgFtOwFg&_nc_gid=f7d73099c82a4d6584652e3c030b76d6&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCiN_pF-8bxULkyK_c-aoPIeF2vqEqlrwb01umb-KSTKA&oe=66E413CE&_nc_sid=10d13b,https://www.threads.net/@zane___mccormack/post/C_Gc2t1MLM_,25/08/2024,"The UK does, but only for a month or so before elections and it doesn’t get as weird.  ",,6,1,,No,
maggyford,Individual,Identifiable,Unverified,https://www.threads.net/@maggyford,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/358800536_574942568187267_8483086124490595016_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=103&_nc_ohc=QZg9cr2o8c8Q7kNvgESgo0E&_nc_gid=f7d73099c82a4d6584652e3c030b76d6&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCJRxI0kWUwdIylblPj50Zy-5OxmlSJNp4PRnUkhcMiUw&oe=66E40EAA&_nc_sid=10d13b,https://www.threads.net/@maggyford/post/C4f_hQ_LHg7,14/03/2024,I find it so depressing to see this constant fight for free and fair elections. Has it always been like this?  I’ve voted in UK and Canadian elections and never even considered voter/district manipulation.  ,Replying to @marc.e.elias,14,5,1,Yes,
ahmed.baba_,Individual,Highly Identifiable,Verified,https://www.threads.net/@ahmed.baba_,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/439492924_6955810894523655_3026215814713587148_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=103&_nc_ohc=Ort3MmHvlDgQ7kNvgGXC_uI&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDwxyhSKMwoGgXPVqEw2IhGUxB7XEbzP3fyhtPxeRW1Qg&oe=66E410BD&_nc_sid=10d13b,https://www.threads.net/@ahmed.baba_/post/Cxn44B7R1bA,25/09/2023,"Reality is a better electoral indicator than polls. In 30 special elections this year, Dems outperformed by an average of 11 points while the GOP is underperforming in federal, judicial, statewide, and local elections across the US. My latest 
@the.independent
.
independent.co.uk/voice…",independent.co.uk,30,1,10,Yes,
thebagfish,Individual,Partially Anonymous,Unverified,https://www.threads.net/@thebagfish,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/455230970_1237199424384696_4948277874591693755_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=100&_nc_ohc=SHu4BbPMjqgQ7kNvgHt0KXp&_nc_gid=f7d73099c82a4d6584652e3c030b76d6&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBKm_D5joaavH6LTQZw3vMwJTpVRtuCGcEiEAoi62rvNw&oe=66E40DEF&_nc_sid=10d13b,https://www.threads.net/@thebagfish/post/CxKpElIMQRl,14/09/2023,"If you're a member of the National Trust, please vote for their slate of candidates and against Restore Trust's The National Trust council is once again beleaguered by activists from within with an ‘anti-woke’ ideological campaign. The Restore Trust has a new list of candidates for the upcoming council elections and, this time, has been endorsed by Nigel Farage. 
yorkshirebylines.co.uk/news… ",yorkshirebylines.co.uk,45,7,31,Yes,
naughtfollowers,Group/Organisation,Anonymous,Unverified,https://www.threads.net/@naughtfollowers,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/452546751_1568112037385117_6319906618749541889_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=105&_nc_ohc=RUY-ljYcgRsQ7kNvgFH40Wj&_nc_gid=f7d73099c82a4d6584652e3c030b76d6&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBnpjNY3RkHzDAQepEuV12Er4WZHu0IBDplJlMAtpEh0g&oe=66E41F3F&_nc_sid=10d13b,https://www.threads.net/@naughtfollowers/post/C-sRVF-R1wM,15/08/2024,"Useful for those wanting to keep up with elections in the UK, and stay informed about electoral rules and developments, etc BritsOnThreads By-elections are taking place in different parts of the UK today. This includes areas of:",,8,2,,No,
derekianrobinson,Individual,Identifiable,Unverified,https://www.threads.net/@derekianrobinson,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/404600569_331944629542252_8941191540211065047_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_ohc=YQn0T-IcTXoQ7kNvgHQPEdR&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAnS2TKOe7vxRmwya7YAsUMzo_ae6Jda7229mXUFKnFDQ&oe=66E43298&_nc_sid=10d13b,https://www.threads.net/@derekianrobinson/post/C10-iSXSZVA,08/01/2024,"Media responsibility in US, UK elections  ",independentaustralia.net,1,,,Yes,
instablog9ja,Individual,Anonymous,Verified,https://www.threads.net/@instablog9ja,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/357777609_1621300468399885_1332549323625404001_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=101&_nc_ohc=SbhZtvHSbnUQ7kNvgFpOOqa&_nc_gid=f7d73099c82a4d6584652e3c030b76d6&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBDwQBAmGtBFInblHPUvP4UKl3ywg-J9drx-_L-_IfHag&oe=66E40E52&_nc_sid=10d13b,https://www.threads.net/@instablog9ja/post/C9C5HySsrxY,05/07/2024,Nigerian man who contested for election under Yoruba Party in the concluded UK elections loses in Peckham  ,instagram.com,1,,,No,
paradigmshift_pk,Group/Organisation,Anonymous,Unverified,https://www.threads.net/@paradigmshift_pk,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/358053192_3346453045608471_7168498884086496967_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=103&_nc_ohc=bZcyg5gCfmkQ7kNvgEjj-ZL&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCjtDzZXrAJF3E4jfFG8jyBqGEDBO2B5qmYxu56aTLslA&oe=66E42935&_nc_sid=10d13b,https://www.threads.net/@paradigmshift_pk/post/C9aNUR8iBMA,14/07/2024,"The recent elections in the UK witnessed the return of the Labour Party, headed by Keir Starmer. With a a diverse parliament, the new government may impact international relations, especially with Pakistan. Mahnoor Rizwan posits that Keir Starmer’s leadership could prove to be a positive change for Pakistan. It could strengthen bilateral cooperation in trade, security and regional stability. To read more, visit: paradigmshift.com.pk/uk-el…",paradigmshift.com.pk,,,,No,
partyfortheanimals,Group/Organisation,Identifiable,Unverified,https://www.threads.net/@partyfortheanimals,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/417924845_913316636872782_1956061390421545245_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=106&_nc_ohc=hStQwASE8TEQ7kNvgEMTysS&_nc_gid=f7d73099c82a4d6584652e3c030b76d6&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYA2qHzFHgHQci_FSGF6lczdcisuVg2ImBPnFcdabDYl1w&oe=66E40CB8&_nc_sid=10d13b,https://www.threads.net/@partyfortheanimals/post/C51eu2csUVw,16/04/2024,"animal_welfare_party_uk is running in the London elections on May 2nd! ✊ With femyamin running for Mayor & 7 dedicated candidates for Assembly, this could be a decisive victory for animals, planet & people. Help make it happen! 🗳️ ➡️ More about their plans & candidates: partyfortheanimals.com/en/me…",,13,3,2,Yes,
ohljazz,Individual,Identifiable,Unverified,https://www.threads.net/@ohljazz,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/358213043_499874172321067_6146185636250104831_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=107&_nc_ohc=C9DwLshV7X8Q7kNvgFerNy-&_nc_gid=f7d73099c82a4d6584652e3c030b76d6&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYB4kJ9TrXwZioyB2gXMEW0H2G0NRspKRdQGvEXtBDG0Xg&oe=66E41D64&_nc_sid=10d13b,https://www.threads.net/@ohljazz/post/C9Bh33UgRMX,05/07/2024,Vicarious pleasure watching the Labour sweep in the UK elections and the formal announcement ceremonies. Does the US need more election officials wearing feathered hats?  ,,,,,No,
anneapplebaum2000,Individual,Highly Identifiable,Verified,https://www.threads.net/@anneapplebaum2000,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/358041730_949008949683191_6443417112428329282_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=111&_nc_ohc=jmBSN8HX_-sQ7kNvgE4D4Fg&_nc_gid=f7d73099c82a4d6584652e3c030b76d6&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAqKSt5jE8_j4h4egNARzVx1lP3kqducgAQnKVgBn4MXA&oe=66E4011E&_nc_sid=10d13b,https://www.threads.net/@anneapplebaum2000/post/C9C5OueI4GM,05/07/2024,"""In a year when millions of Americans are preparing to vote for a serial liar who offers his voters “retribution,” and only days after French voters flocked to both far-right and far-left extremes, the British have just elected an unflashy, unpretentious, hypercautious Labour Party ""
theatlantic.com/inter…  ",Replying to @anneapplebaum2000,1.6K,32,186,No,
schalitj,Individual,Identifiable,Unverified,https://www.threads.net/@schalitj,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/437296881_1198521988187451_6649161896949714150_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=103&_nc_ohc=iatA5aqqmVoQ7kNvgHUavYL&_nc_gid=f7d73099c82a4d6584652e3c030b76d6&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYC3YTi26GkLpP42ykngUmFss0t9BKnSfEu3yt2RJfvSMA&oe=66E42FEE&_nc_sid=10d13b,https://www.threads.net/@schalitj/post/C7hWIpZtMNH,28/05/2024,"Child poverty is widespread. The healthcare system is on the verge of collapse.  And racism is the new normal. The Tory era has been the most disastrous in modern British history. Josh White, with a new podcast series on the upcoming UK elections and what lies ahead under a rightwing Labour government.  ",thebattleground.substack.com,2,,,Yes,
rk_avfcu2,Individual,Identifiable,Unverified,https://www.threads.net/@rk_avfcu2,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/360046506_809604253873091_3635771970470257123_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=111&_nc_ohc=noGap4xPOucQ7kNvgHRiHed&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAkxqFLKU47CwDLfDY02H6AZHc5RhnWMRjJbztDjgv0cw&oe=66E422D2&_nc_sid=10d13b,https://www.threads.net/@rk_avfcu2/post/C9C575cIjXw,05/07/2024,"UK Elections are generally won towards centre ground (unfortunately, more right than left) - not by fringe activists. Check previous results.  ",Replying to @4126ellen,15,2,,No,
josiah.mortimer,Individual,Identifiable,Unverified,https://www.threads.net/@josiah.mortimer,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/454325976_1017170026679467_6040077546066619435_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=107&_nc_ohc=epkzw8j8KGcQ7kNvgFiLnp5&_nc_gid=3927ee4971174a3fa39c33549b8e22cf&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCF7Rp1IUZ0GGSgQXZfBeO5P-TH8lW69uzOBrtX2HYGXQ&oe=66E434DC&_nc_sid=10d13b,https://www.threads.net/@josiah.mortimer/post/Cz3gtf0o0tt,20/11/2023,"EXCL: The UK’s election watchdog has issued a warning that it has no powers to tackle ‘deepfake’ content, leaving Britain open to AI-generated fake videos of politicians warping the UK’s next election debate and outcomes
bylinetimes.com/2023…  ",bylinetimes.com,39,4,18,Yes,
varun82vijay,Individual,Identifiable,Unverified,https://www.threads.net/@varun82vijay,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/357748774_3442420355969866_8956769414047480177_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_ohc=AVZ1ksawnEcQ7kNvgF4_lvQ&_nc_gid=f7d73099c82a4d6584652e3c030b76d6&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDwtSAxjhZJuljYdJ4o8f8j4sR8OyMPiYCinOc2FNIliQ&oe=66E42A98&_nc_sid=10d13b,https://www.threads.net/@varun82vijay/post/C9DETKpyIeG,05/07/2024,UK Says No To AI. Virtual Candidate Finishes Last In Polls  ndtv.com/world…  ,ndtv.com,,,,No,
shankarreddyk,Individual,Identifiable,Unverified,https://www.threads.net/@shankarreddyk,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/362887953_231953795911375_5195231170427043673_n.jpg?_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=107&_nc_ohc=k1aMiU0X-OIQ7kNvgHfcQtO&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCQ5x8lQA30_UAOR0cbjY77ohsauZh7PdCS5UJoIPEWYQ&oe=66E41486&_nc_sid=10d13b,https://www.threads.net/@shankarreddyk/post/C9CoU7vJRjC,05/07/2024,"Next UK PM Keir Starmer has denounced Anti Hindu crimes in UK. Hindus of UK supported Starmer as per surveys. Rishi Sunak has lost UK elections. Keir Starmer's manifesto includes a commitment to pursue a ""new strategic partnership"" with India.",,,,,No,
leicliver,Individual,Identifiable,Unverified,https://www.threads.net/@leicliver,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/448120366_1596090104576889_8502322285773812355_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=109&_nc_ohc=PifHtMj2ABsQ7kNvgGS4Ntk&_nc_gid=f7d73099c82a4d6584652e3c030b76d6&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDZGFujb2WURalYSt4CCeMA2Pi87VaAocG-MPzJMGcR8Q&oe=66E415F5&_nc_sid=10d13b,https://www.threads.net/@leicliver/post/CzjPRSRKxCQ,12/11/2023,"For the 3rd year running, despite Nigel Farage campaigning for them this year, none of Restore Trust’s 5 candidates were elected and the Quick Vote has been retained.
James Dixon – elected
Inga Grimsey – re-elected
Sarah Hollingdale – re-elected
Simon Kearey – elected
Michael Salter-Church – re-elected nationaltrust.org.uk/who-w… ",nationaltrust.org.uk,68,3,9,Yes,
patrickkincaidauthor,Individual,Identifiable,Unverified,https://www.threads.net/@patrickkincaidauthor,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/440734058_26122436197343499_7188689761098875258_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=103&_nc_ohc=_DmfVQlraLQQ7kNvgGfqgGw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCd_itdVB0q1TS1KgijNe8HwuSdQmkWO2lnxhoxxij01A&oe=66E427C2&_nc_sid=10d13b,https://www.threads.net/@patrickkincaidauthor/post/C_QKLPKtF5Y,29/08/2024,"I will never forget nor forgive the truly awful coverage of elections in the UK this year. The apotheosis was the reporting on the London mayoral race, when journalists insisted that they had good reason to believe the Tories were running Labour close. When that turned out to be very far from true, they admitted without shame that they’d been parroting what Tory activists had been telling them.  ",,9,1,1,No,
_ethantalks,Individual,Partially Anonymous,Unverified,https://www.threads.net/@_ethantalks,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/358099106_1298121637486119_1695563092292963466_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=103&_nc_ohc=usHdSdY5PdkQ7kNvgEzFYp8&_nc_gid=3927ee4971174a3fa39c33549b8e22cf&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDo_62j2eH9OmeWoS4T5hYcqLNM42nIEksGLJ1JZA_2Xg&oe=66E4140A&_nc_sid=10d13b,https://www.threads.net/@_ethantalks/post/Cu8b47NJL6U,21/07/2023,"‼️🎙️ So the UK by-elections end 1 for Labour, 1 for Lib-Dems and 1 for the Tories.. what does this tell us⁉️ 1) Tactical Voting is going to be key in the next general election 2) The Tories will still be there with a chance.. if they can retain a seat that was held by a person who was quite literally having a party whilst at the same time, preventing people from burying their loved ones and murdering 200k people😤, anything is possible‼️🤦🏽‍♂️  ",,23,1,,Yes,
ranaessance,Individual,Partially Anonymous,Unverified,https://www.threads.net/@ranaessance,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/357994538_836624261390022_5039438876999141804_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=106&_nc_ohc=azRwl1_eeOUQ7kNvgG0pXwA&_nc_gid=3927ee4971174a3fa39c33549b8e22cf&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBsX8Q_ugbo4GEbnD8dGSYtVZeu26t-2GuippJzOB8wgw&oe=66E429C0&_nc_sid=10d13b,https://www.threads.net/@ranaessance/post/C9DRjw7OuYm,05/07/2024,"It took 14 years of gradual and painful realization, but congrats to the U.K. voters on finally ditching the Conservatives and in spectacular fashion Now if only voters in the U.S. and Canada can take the lessons that the U.K. voters learned and apply them to those upcoming elections ",,3,,,No,
chris_foden285,Individual,Identifiable,Unverified,https://www.threads.net/@chris_foden285,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/393984738_680694737129829_7934917987322630725_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=109&_nc_ohc=8_nTPO4agQwQ7kNvgEDGuFh&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAUYk3ni-nN2aNYb-hhLPqxzk3zKDD6byz0GUamDoAITA&oe=66E422F3&_nc_sid=10d13b,https://www.threads.net/@chris_foden285/post/Cvght5IK-FE,04/08/2023,"Hi folks, UK here. 
In our last general election, in 2019, more people voted against the Conservative government than voted for them. But the left-wing vote was fatally split between Labour, the main opposition party, and other much parties. They all had an absolute right to stand, but by doing so let the Conservatives in again.
Now our country is living a nightmare.
You're in the same position we are - both our next elections are existential. 
Vote Biden. 
Or you (or we) may never vote again.  ",Replying to @mrchadmurphy,16,3,4,Yes,
siegertmarc,Individual,Identifiable,Unverified,https://www.threads.net/@siegertmarc,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/410306510_1059349985106414_5957678435824508550_n.jpg?_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=106&_nc_ohc=bOoOqCpMRnQQ7kNvgGTTjzt&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBx03lLzeM3BEZrDsi1UoiC9l0BeRgl8DKiTzcHN_d2gg&oe=66E42D74&_nc_sid=10d13b,https://www.threads.net/@siegertmarc/post/C9FAzaDNSxU,06/07/2024,Updated Version! Elections should reflect the will of the people. But what exactly is this will of the people? Do they want representation based on the party share? Do they want to choose the one candidate for their constituency? Both? Something else? I tried to translate the UK Majority electoral system into Representative voting and the German electoral system.,,5,26,2,No,
yvanyonaha,Individual,Identifiable,Unverified,https://www.threads.net/@yvanyonaha,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/407983247_1703869586757530_4606394663617557732_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=102&_nc_ohc=ov92gDvUyS4Q7kNvgF1lmXV&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCCwnJfpTY7zJh7aVaPMvchxjf_w6Io_VL2lc53R4JhyA&oe=66E41F9E&_nc_sid=10d13b,https://www.threads.net/@yvanyonaha/post/C9JoW8US_px,08/07/2024,"In case you think there’s no hope in the Philippines mid-term elections, Labor wins in UK and the United Left stemmed the Far Right’s rise in France.  ",,2,5,,No,
